"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Readmission_Score","Lower","Higher"
241315,"SANFORD JACKSON MEDICAL CENTER","JACKSON","MN",56143,"JACKSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
241316,"BIGFORK VALLEY HOSPITAL","BIGFORK","MN",56628,"ITASCA","READM_30_AMI",NA,NA,"Not Available","Not Available"
241317,"COOK COUNTY NORTHSHORE HOSPITAL","GRAND MARAIS","MN",55604,"COOK","READM_30_AMI",NA,NA,"Not Available","Not Available"
241318,"ELY BLOOMENSON COMMUNITY HOSPITAL","ELY","MN",55731,"SAINT LOUIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
241319,"MURRAY COUNTY MEMORIAL HOSPITAL","SLAYTON","MN",56172,"MURRAY","READM_30_AMI",NA,NA,"Not Available","Not Available"
241320,"RIVERVIEW HOSPITAL","CROOKSTON","MN",56716,"POLK","READM_30_AMI",NA,NA,"Not Available","Not Available"
241321,"ESSENTIA HEALTH HOLY TRINITY HOSPITAL","GRACEVILLE","MN",56240,"BIG STONE","READM_30_AMI",NA,NA,"Not Available","Not Available"
241322,"RAINY LAKE MEDICAL CENTER","INTERNATIONAL FALLS","MN",56649,"KOOCHICHING","READM_30_AMI",NA,NA,"Not Available","Not Available"
241323,"MADELIA COMMUNITY HOSPITAL","MADELIA","MN",56062,"WATONWAN","READM_30_AMI",NA,NA,"Not Available","Not Available"
241325,"CHIPPEWA COUNTY HOSPITAL","MONTEVIDEO","MN",56265,"CHIPPEWA","READM_30_AMI",NA,NA,"Not Available","Not Available"
241326,"CENTRACARE HEALTH SYSTEM - LONG PRAIRIE","LONG PRAIRIE","MN",56347,"TODD","READM_30_AMI",NA,NA,"Not Available","Not Available"
241327,"SLEEPY EYE MUNICIPAL HOSPITAL","SLEEPY EYE","MN",56085,"BROWN","READM_30_AMI",NA,NA,"Not Available","Not Available"
241328,"SANFORD BAGLEY MEDICAL CENTER","BAGLEY","MN",56621,"CLEARWATER","READM_30_AMI",NA,NA,"Not Available","Not Available"
241329,"LAKEWOOD HEALTH SYSTEM","STAPLES","MN",56479,"TODD","READM_30_AMI",NA,NA,"Not Available","Not Available"
241330,"CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL","MELROSE","MN",56352,"STEARNS","READM_30_AMI",NA,NA,"Not Available","Not Available"
241332,"WINDOM AREA HOSPITAL","WINDOM","MN",56101,"COTTONWOOD","READM_30_AMI",NA,NA,"Not Available","Not Available"
241333,"MAYO CLINIC HEALTH SYSTEM - ST JAMES","ST JAMES","MN",56081,"WATONWAN","READM_30_AMI",NA,NA,"Not Available","Not Available"
241334,"RIVER'S EDGE HOSPITAL & CLINIC","ST PETER","MN",56082,"NICOLLET","READM_30_AMI",NA,NA,"Not Available","Not Available"
241335,"ST ELIZABETH MEDICAL CENTER","WABASHA","MN",55981,"WABASHA","READM_30_AMI",NA,NA,"Not Available","Not Available"
241336,"KITTSON MEMORIAL HOSPITAL","HALLOCK","MN",56728,"KITTSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
241337,"NORTH VALLEY HEALTH CENTER","WARREN","MN",56762,"MARSHALL","READM_30_AMI",NA,NA,"Not Available","Not Available"
241338,"MAYO CLINIC HEALTH SYSTEM - LAKE CITY","LAKE CITY","MN",55041,"WABASHA","READM_30_AMI",NA,NA,"Not Available","Not Available"
241339,"HENDRICKS COMMUNITY HOSPITAL","HENDRICKS","MN",56136,"LINCOLN","READM_30_AMI",NA,NA,"Not Available","Not Available"
241340,"ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER","AURORA","MN",55705,"SAINT LOUIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
241341,"APPLETON MUNICIPAL HOSPITAL","APPLETON","MN",56208,"SWIFT","READM_30_AMI",NA,NA,"Not Available","Not Available"
241342,"ORTONVILLE AREA HEALTH SERVICES","ORTONVILLE","MN",56278,"BIG STONE","READM_30_AMI",NA,NA,"Not Available","Not Available"
241343,"MUNICIPAL HOSPITAL AND GRANITE MANOR","GRANITE FALLS","MN",56241,"YELLOW MEDICINE","READM_30_AMI",NA,NA,"Not Available","Not Available"
241344,"LIFECARE MEDICAL CENTER","ROSEAU","MN",56751,"ROSEAU","READM_30_AMI",NA,NA,"Not Available","Not Available"
241345,"MAYO CLINIC HEALTH SYSTEM - WASECA","WASECA","MN",56093,"WASECA","READM_30_AMI",NA,NA,"Not Available","Not Available"
241346,"MAYO CLINIC HEALTH SYSTEM - CANNON FALLS","CANNON FALLS","MN",55009,"GOODHUE","READM_30_AMI",NA,NA,"Not Available","Not Available"
241347,"SANFORD CANBY MEDICAL CENTER","CANBY","MN",56220,"YELLOW MEDICINE","READM_30_AMI",NA,NA,"Not Available","Not Available"
241348,"AVERA TYLER HOSPITAL","TYLER","MN",56178,"LINCOLN","READM_30_AMI",NA,NA,"Not Available","Not Available"
241349,"CENTRA CARE HEALTH PAYNESVILLE","PAYNESVILLE","MN",56362,"STEARNS","READM_30_AMI",NA,NA,"Not Available","Not Available"
241350,"MERCY HOSPITAL","MOOSE LAKE","MN",55767,"CARLTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
241351,"REDWOOD AREA HOSPITAL","REDWOOD FALLS","MN",56283,"REDWOOD","READM_30_AMI",NA,NA,"Not Available","Not Available"
241352,"MAYO CLINIC HEALTH SYSTEM - SPRINGFIELD","SPRINGFIELD","MN",56087,"BROWN","READM_30_AMI",NA,NA,"Not Available","Not Available"
241353,"CUYUNA REGIONAL MEDICAL CENTER","CROSBY","MN",56441,"CROW WING","READM_30_AMI",NA,NA,"Not Available","Not Available"
241354,"TRI COUNTY HOSPITAL","WADENA","MN",56482,"WADENA","READM_30_AMI",NA,NA,"Not Available","Not Available"
241355,"GLENCOE REGIONAL HEALTH SERVICES","GLENCOE","MN",55336,"MCLEOD","READM_30_AMI",NA,NA,"Not Available","Not Available"
241356,"MILLE LACS HEALTH SYSTEM","ONAMIA","MN",56359,"MILLE LACS","READM_30_AMI",NA,NA,"Not Available","Not Available"
241357,"ESSENTIA HEALTH FOSSTON","FOSSTON","MN",56542,"POLK","READM_30_AMI",NA,NA,"Not Available","Not Available"
241358,"CASS LAKE INDIAN HEALTH SERVICES HOSPITAL","CASS LAKE","MN",56633,"CASS","READM_30_AMI",NA,NA,"Not Available","Not Available"
241359,"AVERA MARSHALL REGIONAL MEDICAL CTR","MARSHALL","MN",56258,"LYON","READM_30_AMI",NA,NA,"Not Available","Not Available"
241360,"DEER RIVER HEALTHCARE CENTER","DEER RIVER","MN",56636,"ITASCA","READM_30_AMI",NA,NA,"Not Available","Not Available"
241361,"MAYO CLINIC HEALTH SYSTEM - NEW PRAGUE","NEW PRAGUE","MN",56071,"SCOTT","READM_30_AMI",NA,NA,"Not Available","Not Available"
241362,"CENTRACARE HEALTH - MONTICELLO","MONTICELLO","MN",55362,"WRIGHT","READM_30_AMI",NA,NA,"Not Available","Not Available"
241363,"STEVENS COMMUNITY MEDICAL CENTER","MORRIS","MN",56267,"STEVENS","READM_30_AMI",NA,NA,"Not Available","Not Available"
241364,"COMMUNITY MEMORIAL HOSPITAL","CLOQUET","MN",55720,"CARLTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
241365,"SWIFT COUNTY BENSON HOSPITAL","BENSON","MN",56215,"SWIFT","READM_30_AMI",NA,NA,"Not Available","Not Available"
241366,"MEEKER MEMORIAL HOSPITAL","LITCHFIELD","MN",55355,"MEEKER","READM_30_AMI",NA,NA,"Not Available","Not Available"
241367,"FIRSTLIGHT HEALTH SYSTEM","MORA","MN",55051,"KANABEC","READM_30_AMI",NA,NA,"Not Available","Not Available"
241368,"CENTRACARE HEALTH SYSTEM - SAUK CENTRE","SAUK CENTRE","MN",56378,"STEARNS","READM_30_AMI",NA,NA,"Not Available","Not Available"
241369,"UNITED HOSPITAL DISTRICT","BLUE EARTH","MN",56013,"FARIBAULT","READM_30_AMI",NA,NA,"Not Available","Not Available"
241370,"ST GABRIELS HOSPITAL","LITTLE FALLS","MN",56345,"MORRISON","READM_30_AMI",NA,NA,"Not Available","Not Available"
241371,"SANFORD LUVERNE MEDICAL CENTER","LUVERNE","MN",56156,"ROCK","READM_30_AMI",NA,NA,"Not Available","Not Available"
241372,"MADISON HOSPITAL","MADISON","MN",56256,"LAC QUI PARLE","READM_30_AMI",NA,NA,"Not Available","Not Available"
241373,"PERHAM HEALTH","PERHAM","MN",56573,"OTTER TAIL","READM_30_AMI",NA,NA,"Not Available","Not Available"
241374,"PIPESTONE COUNTY  MEDICAL CENTER","PIPESTONE","MN",56164,"PIPESTONE","READM_30_AMI",NA,NA,"Not Available","Not Available"
241375,"MINNESOTA VALLEY HEALTH CENTER  INC","LE SUEUR","MN",56058,"LE SUEUR","READM_30_AMI",NA,NA,"Not Available","Not Available"
241376,"GLACIAL RIDGE HOSPITAL","GLENWOOD","MN",56334,"POPE","READM_30_AMI",NA,NA,"Not Available","Not Available"
241377,"ST FRANCIS MEDICAL CENTER","BRECKENRIDGE","MN",56520,"WILKIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
241378,"NEW ULM MEDICAL CENTER","NEW ULM","MN",56073,"BROWN","READM_30_AMI","No Different than the National Rate",16.4,"13.3","19.9"
241379,"PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES","ELBOW LAKE","MN",56531,"GRANT","READM_30_AMI",NA,NA,"Not Available","Not Available"
241380,"ST JOSEPHS AREA  HEALTH SERVICES","PARK RAPIDS","MN",56470,"HUBBARD","READM_30_AMI",NA,NA,"Not Available","Not Available"
241381,"SANFORD MEDICAL CENTER THIEF RIVER FALLS","THIEF RIVER FALLS","MN",56701,"PENNINGTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
243300,"GILLETTE CHILDRENS SPECIALTY HOSPITAL","SAINT PAUL","MN",55106,"RAMSEY","READM_30_AMI",NA,NA,"Not Available","Not Available"
243302,"CHILDREN'S HOSPITALS & CLINICS OF MN","MINNEAPOLIS","MN",55404,"HENNEPIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
243303,"SHRINERS HOSPITALS FOR CHILDREN","MINNEAPOLIS","MN",55414,"HENNEPIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
250001,"UNIVERSITY OF MISSISSIPPI MED CENTER","JACKSON","MS",39216,"HINDS","READM_30_AMI","No Different than the National Rate",17,"14.3","20.1"
250002,"TISHOMINGO HEALTH SERVICES INC","IUKA","MS",38852,"TISHOMINGO","READM_30_AMI",NA,NA,"Not Available","Not Available"
250004,"NORTH MISSISSIPPI MEDICAL CENTER","TUPELO","MS",38801,"LEE","READM_30_AMI","No Different than the National Rate",16.7,"14.5","19.1"
250006,"BAPTIST MEMORIAL HOSPITAL UNION COUNTY","NEW ALBANY","MS",38652,"UNION","READM_30_AMI","No Different than the National Rate",16.2,"13.2","19.7"
250007,"MERIT HEALTH BILOXI","BILOXI","MS",39530,"HARRISON","READM_30_AMI","No Different than the National Rate",16.4,"13.5","20.0"
250009,"MAGNOLIA REGIONAL HEALTH CENTER","CORINTH","MS",38834,"ALCORN","READM_30_AMI","No Different than the National Rate",17.6,"15.0","20.6"
250012,"ALLIANCE HEALTHCARE SYSTEM","HOLLY SPRINGS","MS",38635,"MARSHALL","READM_30_AMI",NA,NA,"Not Available","Not Available"
250017,"TRACE REGIONAL HOSP AND SWING BED","HOUSTON","MS",38851,"CHICKASAW","READM_30_AMI",NA,NA,"Not Available","Not Available"
250018,"JASPER GENERAL HOSPITAL","BAY SPRINGS","MS",39422,"JASPER","READM_30_AMI",NA,NA,"Not Available","Not Available"
250019,"MEMORIAL HOSPITAL AT GULFPORT","GULFPORT","MS",39502,"HARRISON","READM_30_AMI","No Different than the National Rate",18.6,"16.0","21.5"
250020,"WEBSTER GENERAL HOSPITAL/ SWING BED","EUPORA","MS",39744,"WEBSTER","READM_30_AMI",NA,NA,"Not Available","Not Available"
250025,"MERIT HEALTH GILMORE MEMORIAL","AMORY","MS",38821,"MONROE","READM_30_AMI",NA,NA,"Not Available","Not Available"
250027,"WINSTON MEDICAL CENTER & SWINGBED","LOUISVILLE","MS",39339,"WINSTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
250031,"MERIT HEALTH RIVER REGION","VICKSBURG","MS",39183,"WARREN","READM_30_AMI","No Different than the National Rate",18.3,"15.1","22.1"
250034,"BAPTIST MEMORIAL HOSPITAL NORTH MS","OXFORD","MS",38655,"LAFAYETTE","READM_30_AMI","No Different than the National Rate",16.6,"14.1","19.4"
250036,"GEORGE REGIONAL HEALTH SYSTEM","LUCEDALE","MS",39452,"GEORGE","READM_30_AMI",NA,NA,"Not Available","Not Available"
250038,"MERIT HEALTH MADISON","CANTON","MS",39046,"MADISON","READM_30_AMI",NA,NA,"Not Available","Not Available"
250040,"SINGING RIVER HOSPITAL","PASCAGOULA","MS",39581,"JACKSON","READM_30_AMI","No Different than the National Rate",18.3,"15.7","21.2"
250042,"NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER","CLARKSDALE","MS",38614,"COAHOMA","READM_30_AMI","No Different than the National Rate",18.6,"15.5","22.2"
250043,"NESHOBA COUNTY GENERAL HOSPITAL","PHILADELPHIA","MS",39350,"NESHOBA","READM_30_AMI",NA,NA,"Not Available","Not Available"
250044,"BAPTIST MEMORIAL HOSPITAL BOONEVILLE","BOONEVILLE","MS",38829,"PRENTISS","READM_30_AMI",NA,NA,"Not Available","Not Available"
250048,"ST DOMINIC-JACKSON MEMORIAL HOSPITAL","JACKSON","MS",39216,"HINDS","READM_30_AMI","No Different than the National Rate",18.8,"16.6","21.3"
250049,"BEACHAM MEMORIAL HOSPITAL","MAGNOLIA","MS",39652,"PIKE","READM_30_AMI",NA,NA,"Not Available","Not Available"
250050,"OCH REGIONAL MEDICAL CENTER","STARKVILLE","MS",39759,"OKTIBBEHA","READM_30_AMI",NA,NA,"Not Available","Not Available"
250057,"KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN","BROOKHAVEN","MS",39601,"LINCOLN","READM_30_AMI",NA,NA,"Not Available","Not Available"
250058,"SOUTH CENTRAL REG MED CTR","LAUREL","MS",39440,"JONES","READM_30_AMI","No Different than the National Rate",18,"14.9","21.5"
250060,"JEFFERSON COUNTY HOSPITAL","FAYETTE","MS",39069,"JEFFERSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
250061,"YALOBUSHA GENERAL HOSPITAL","WATER VALLEY","MS",38965,"YALOBUSHA","READM_30_AMI",NA,NA,"Not Available","Not Available"
250067,"CLAY COUNTY MEDICAL CENTER","WEST POINT","MS",39773,"CLAY","READM_30_AMI",NA,NA,"Not Available","Not Available"
250069,"RUSH FOUNDATION HOSPITAL","MERIDIAN","MS",39301,"LAUDERDALE","READM_30_AMI","No Different than the National Rate",17.4,"14.5","20.9"
250072,"MERIT HEALTH CENTRAL","JACKSON","MS",39204,"HINDS","READM_30_AMI","No Different than the National Rate",17.9,"14.6","21.5"
250077,"WAYNE GENERAL HOSPITAL","WAYNESBORO","MS",39367,"WAYNE","READM_30_AMI",NA,NA,"Not Available","Not Available"
250078,"FORREST GENERAL HOSPITAL","HATTIESBURG","MS",39404,"FORREST","READM_30_AMI","No Different than the National Rate",19.2,"16.7","22.2"
250079,"SHARKEY ISSAQUENA COMMUNITY HOSPITAL","ROLLING FORK","MS",39159,"SHARKEY","READM_30_AMI",NA,NA,"Not Available","Not Available"
250081,"ANDERSON RMC SOUTH","MERIDIAN","MS",39301,"LAUDERDALE","READM_30_AMI",NA,NA,"Not Available","Not Available"
250082,"DELTA REGIONAL MEDICAL CENTER","GREENVILLE","MS",38704,"WASHINGTON","READM_30_AMI","No Different than the National Rate",17.1,"14.3","20.4"
250084,"MERIT HEALTH NATCHEZ","NATCHEZ","MS",39120,"ADAMS","READM_30_AMI","No Different than the National Rate",17.8,"14.4","22.0"
250085,"MARION GENERAL HOSPITAL","COLUMBIA","MS",39429,"MARION","READM_30_AMI",NA,NA,"Not Available","Not Available"
250093,"BOLIVAR MEDICAL CENTER","CLEVELAND","MS",38732,"BOLIVAR","READM_30_AMI",NA,NA,"Not Available","Not Available"
250094,"MERIT HEALTH WESLEY","HATTIESBURG","MS",39402,"FORREST","READM_30_AMI","No Different than the National Rate",18.4,"15.3","22.1"
250095,"SOUTH SUNFLOWER COUNTY HOSPITAL","INDIANOLA","MS",38751,"SUNFLOWER","READM_30_AMI",NA,NA,"Not Available","Not Available"
250096,"MERIT HEALTH RANKIN","BRANDON","MS",39042,"RANKIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
250097,"SOUTHWEST MS REGIONAL MEDICAL CENTER","MCCOMB","MS",39649,"PIKE","READM_30_AMI","No Different than the National Rate",18,"14.9","21.6"
250099,"GREENWOOD LEFLORE HOSPITAL","GREENWOOD","MS",38930,"LEFLORE","READM_30_AMI","No Different than the National Rate",16.5,"13.8","19.6"
250100,"BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC","COLUMBUS","MS",39701,"LOWNDES","READM_30_AMI","No Different than the National Rate",16.1,"13.3","19.4"
250102,"MISSISSIPPI BAPTIST MEDICAL CENTER","JACKSON","MS",39202,"HINDS","READM_30_AMI","No Different than the National Rate",16.6,"14.1","19.4"
250104,"ANDERSON REGIONAL MEDICAL CTR","MERIDIAN","MS",39301,"LAUDERDALE","READM_30_AMI","No Different than the National Rate",16.7,"14.2","19.5"
250117,"HIGHLAND COMMUNITY  HOSPITAL","PICAYUNE","MS",39466,"PEARL RIVER","READM_30_AMI",NA,NA,"Not Available","Not Available"
250123,"GARDEN PARK MEDICAL CENTER","GULFPORT","MS",39503,"HARRISON","READM_30_AMI",NA,NA,"Not Available","Not Available"
250124,"MAGEE GENERAL HOSPITAL","MAGEE","MS",39111,"SIMPSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
250126,"NORTH OAK REGIONAL MEDICAL CENTER","SENATOBIA","MS",38668,"TATE","READM_30_AMI",NA,NA,"Not Available","Not Available"
250127,"CHOCTAW HEALTH CENTER","PHILADELPHIA","MS",39350,"NESHOBA","READM_30_AMI",NA,NA,"Not Available","Not Available"
250128,"MERIT HEALTH BATESVILLE","BATESVILLE","MS",38606,"PANOLA","READM_30_AMI",NA,NA,"Not Available","Not Available"
250134,"WHITFIELD MEDICAL SURGICAL HOSPITAL","WHITFIELD","MS",39193,"RANKIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
250136,"MERIT HEALTH WOMEN'S HOSPITAL","FLOWOOD","MS",39232,"RANKIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
250138,"MERIT HEALTH RIVER OAKS","FLOWOOD","MS",39232,"RANKIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
250141,"BAPTIST MEMORIAL HOSPITAL DESOTO","SOUTHAVEN","MS",38671,"DESOTO","READM_30_AMI","No Different than the National Rate",18.3,"15.9","21.2"
250151,"ALLIANCE HEALTH CENTER","MERIDIAN","MS",39301,"LAUDERDALE","READM_30_AMI",NA,NA,"Not Available","Not Available"
250152,"MISSISSIPPI METHODIST REHAB CTR","JACKSON","MS",39216,"HINDS","READM_30_AMI",NA,NA,"Not Available","Not Available"
250162,"HANCOCK MEDICAL CENTER","BAY SAINT LOUIS","MS",39521,"HANCOCK","READM_30_AMI",NA,NA,"Not Available","Not Available"
250163,"PATIENTS CHOICE MEDICAL CENTER","RALEIGH","MS",39153,"SMITH","READM_30_AMI",NA,NA,"Not Available","Not Available"
250167,"METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL","OLIVE BRANCH","MS",38654,"DESOTO","READM_30_AMI",NA,NA,"Not Available","Not Available"
250168,"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA","GRENADA","MS",38901,"GRENADA","READM_30_AMI",NA,NA,"Not Available","Not Available"
251300,"LACKEY MEMORIAL HOSPITAL","FOREST","MS",39074,"SCOTT","READM_30_AMI",NA,NA,"Not Available","Not Available"
251302,"PIONEER COMMUNITY HOSPITAL OF ABERDEEN","ABERDEEN","MS",39730,"MONROE","READM_30_AMI",NA,NA,"Not Available","Not Available"
251303,"STONE COUNTY HOSPITAL","WIGGINS","MS",39577,"STONE","READM_30_AMI",NA,NA,"Not Available","Not Available"
251304,"TALLAHATCHIE CRITICAL ACCESS HOSPITAL","CHARLESTON","MS",38921,"TALLAHATCHIE","READM_30_AMI",NA,NA,"Not Available","Not Available"
251305,"LAWRENCE COUNTY HOSPITAL CAH","MONTICELLO","MS",39654,"LAWRENCE","READM_30_AMI",NA,NA,"Not Available","Not Available"
251306,"PERRY COUNTY GENERAL HOSP","RICHTON","MS",39476,"PERRY","READM_30_AMI",NA,NA,"Not Available","Not Available"
251307,"NOXUBEE GENERAL CRITICAL ACCESS HOSP","MACON","MS",39341,"NOXUBEE","READM_30_AMI",NA,NA,"Not Available","Not Available"
251308,"PONTOTOC HEALTH SERVICE CAH","PONTOTOC","MS",38863,"PONTOTOC","READM_30_AMI",NA,NA,"Not Available","Not Available"
251309,"FIELD HEALTH SYSTEM","CENTREVILLE","MS",39631,"WILKINSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
251312,"TYLER HOLMES MEMORIAL HOSPITAL CAH","WINONA","MS",38967,"MONTGOMERY","READM_30_AMI",NA,NA,"Not Available","Not Available"
251313,"BAPTIST MEDICAL CENTER YAZOO","YAZOO CITY","MS",39194,"YAZOO","READM_30_AMI",NA,NA,"Not Available","Not Available"
251314,"QUITMAN COUNTY HOSPITAL CAH","MARKS","MS",38646,"QUITMAN","READM_30_AMI",NA,NA,"Not Available","Not Available"
251315,"BAPTIST MEDICAL CENTER-LEAKE","CARTHAGE","MS",39051,"LEAKE","READM_30_AMI",NA,NA,"Not Available","Not Available"
251316,"H C WATKINS MEMORIAL HOSPITAL INC","QUITMAN","MS",39355,"CLARKE","READM_30_AMI",NA,NA,"Not Available","Not Available"
251317,"SIMPSON GENERAL HOSPITAL CAH","MENDENHALL","MS",39114,"SIMPSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
251318,"NORTH SUNFLOWER MEDICAL CENTER CAH","RULEVILLE","MS",38771,"SUNFLOWER","READM_30_AMI",NA,NA,"Not Available","Not Available"
251319,"HOLMES COUNTY HOSPITAL AND CLINICS","LEXINGTON","MS",39095,"HOLMES","READM_30_AMI",NA,NA,"Not Available","Not Available"
251320,"CLAIBORNE COUNTY HOSPITAL","PORT GIBSON","MS",39150,"CLAIBORNE","READM_30_AMI",NA,NA,"Not Available","Not Available"
251322,"LAIRD HOSPITAL INC","UNION","MS",39365,"NESHOBA","READM_30_AMI",NA,NA,"Not Available","Not Available"
251323,"SCOTT REGIONAL HOSPITAL CAH","MORTON","MS",39117,"SCOTT","READM_30_AMI",NA,NA,"Not Available","Not Available"
251324,"WALTHALL COUNTY GENERAL HOSPITAL CAH","TYLERTOWN","MS",39667,"WALTHALL","READM_30_AMI",NA,NA,"Not Available","Not Available"
251325,"COVINGTON COUNTY HOSPITAL CAH","COLLINS","MS",39428,"COVINGTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
251326,"JEFFERSON DAVIS COMMUNITY HOSPITAL CAH","PRENTISS","MS",39474,"JEFFERSON DAVIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
251327,"HARDY WILSON MEMORIAL HOSPITAL CAH","HAZLEHURST","MS",39083,"COPIAH","READM_30_AMI",NA,NA,"Not Available","Not Available"
251329,"GREENE COUNTY HOSPITAL CAH","LEAKESVILLE","MS",39451,"GREENE","READM_30_AMI",NA,NA,"Not Available","Not Available"
251330,"FRANKLIN COUNTY MEMORIAL HOSPITAL","MEADVILLE","MS",39653,"FRANKLIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
251331,"CALHOUN HEALTH SERVICES","CALHOUN CITY","MS",38916,"CALHOUN","READM_30_AMI",NA,NA,"Not Available","Not Available"
251332,"PIONEER HEALTH SERVICES OF NEWTON","NEWTON","MS",39345,"NEWTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
251333,"PEARL RIVER COUNTY HOSPITAL","POPLARVILLE","MS",39470,"PEARL RIVER","READM_30_AMI",NA,NA,"Not Available","Not Available"
251334,"CHOCTAW REGIONAL MEDICAL CENTER","ACKERMAN","MS",39735,"CHOCTAW","READM_30_AMI",NA,NA,"Not Available","Not Available"
251335,"JOHN C STENNIS MEMORIAL HOSPITAL","DE KALB","MS",39328,"KEMPER","READM_30_AMI",NA,NA,"Not Available","Not Available"
251336,"BAPTIST MEDICAL CENTER - ATTALA","KOSCIUSKO","MS",39090,"ATTALA","READM_30_AMI",NA,NA,"Not Available","Not Available"
251337,"TIPPAH COUNTY HOSPITAL","RIPLEY","MS",38663,"TIPPAH","READM_30_AMI",NA,NA,"Not Available","Not Available"
260001,"MERCY HOSPITAL JOPLIN","JOPLIN","MO",64804,"JASPER","READM_30_AMI","No Different than the National Rate",17.5,"14.7","20.7"
260004,"COOPER COUNTY MEMORIAL HOSPITAL","BOONVILLE","MO",65233,"COOPER","READM_30_AMI",NA,NA,"Not Available","Not Available"
260005,"SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES","SAINT CHARLES","MO",63301,"SAINT CHARLES","READM_30_AMI","No Different than the National Rate",18.4,"15.5","21.5"
260006,"MOSAIC LIFE CARE AT ST JOSEPH","SAINT JOSEPH","MO",64506,"BUCHANAN","READM_30_AMI","No Different than the National Rate",15.3,"13.3","17.7"
260009,"BOTHWELL REGIONAL HEALTH CENTER","SEDALIA","MO",65302,"PETTIS","READM_30_AMI","No Different than the National Rate",16.9,"13.8","20.4"
260011,"SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY","JEFFERSON CITY","MO",65109,"COLE","READM_30_AMI","No Different than the National Rate",15.9,"13.0","19.1"
260015,"TWIN RIVERS REGIONAL MEDICAL CENTER","KENNETT","MO",63857,"DUNKLIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
260017,"PHELPS COUNTY REGIONAL MEDICAL CENTER","ROLLA","MO",65401,"PHELPS","READM_30_AMI","No Different than the National Rate",15.8,"13.1","18.8"
260020,"MERCY HOSPITAL ST LOUIS","SAINT LOUIS","MO",63141,"SAINT LOUIS","READM_30_AMI","No Different than the National Rate",17.1,"14.5","19.9"
260022,"NORTHEAST REGIONAL MEDICAL CENTER","KIRKSVILLE","MO",63501,"ADAIR","READM_30_AMI","No Different than the National Rate",17.2,"14.1","20.9"
260023,"MERCY HOSPITAL JEFFERSON","CRYSTAL CITY","MO",63019,"JEFFERSON","READM_30_AMI","No Different than the National Rate",16.5,"14.1","19.2"
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","HOUSTON","MO",65483,"TEXAS","READM_30_AMI",NA,NA,"Not Available","Not Available"
260025,"HANNIBAL REGIONAL HOSPITAL","HANNIBAL","MO",63401,"MARION","READM_30_AMI","No Different than the National Rate",16.2,"13.4","19.5"
260027,"RESEARCH MEDICAL CENTER","KANSAS CITY","MO",64132,"JACKSON","READM_30_AMI","No Different than the National Rate",16.7,"13.9","19.9"
260032,"BARNES JEWISH HOSPITAL","SAINT LOUIS","MO",63110,"SAINT LOUIS CITY","READM_30_AMI","No Different than the National Rate",18.6,"16.6","20.9"
260034,"BATES COUNTY MEMORIAL HOSPITAL","BUTLER","MO",64730,"BATES","READM_30_AMI",NA,NA,"Not Available","Not Available"
260040,"COX MEDICAL CENTERS","SPRINGFIELD","MO",65807,"GREENE","READM_30_AMI","No Different than the National Rate",16.1,"13.8","18.8"
260047,"CAPITAL REGION MEDICAL CENTER","JEFFERSON CITY","MO",65102,"COLE","READM_30_AMI","No Different than the National Rate",16.3,"13.4","19.9"
260048,"TRUMAN MEDICAL CENTER HOSPITAL HILL","KANSAS CITY","MO",64108,"JACKSON","READM_30_AMI","No Different than the National Rate",17.4,"14.4","20.8"
