"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Death_Score","Lower","Higher"
241369,"UNITED HOSPITAL DISTRICT","BLUE EARTH","MN",56013,"FARIBAULT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
241370,"ST GABRIELS HOSPITAL","LITTLE FALLS","MN",56345,"MORRISON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
241371,"SANFORD LUVERNE MEDICAL CENTER","LUVERNE","MN",56156,"ROCK","MORT_30_AMI",NA,NA,"Not Available","Not Available"
241372,"MADISON HOSPITAL","MADISON","MN",56256,"LAC QUI PARLE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
241373,"PERHAM HEALTH","PERHAM","MN",56573,"OTTER TAIL","MORT_30_AMI",NA,NA,"Not Available","Not Available"
241374,"PIPESTONE COUNTY  MEDICAL CENTER","PIPESTONE","MN",56164,"PIPESTONE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
241375,"MINNESOTA VALLEY HEALTH CENTER  INC","LE SUEUR","MN",56058,"LE SUEUR","MORT_30_AMI",NA,NA,"Not Available","Not Available"
241376,"GLACIAL RIDGE HOSPITAL","GLENWOOD","MN",56334,"POPE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
241377,"ST FRANCIS MEDICAL CENTER","BRECKENRIDGE","MN",56520,"WILKIN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
241378,"NEW ULM MEDICAL CENTER","NEW ULM","MN",56073,"BROWN","MORT_30_AMI","No Different than the National Rate",14.1,"10.6","18.3"
241379,"PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES","ELBOW LAKE","MN",56531,"GRANT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
241380,"ST JOSEPHS AREA  HEALTH SERVICES","PARK RAPIDS","MN",56470,"HUBBARD","MORT_30_AMI",NA,NA,"Not Available","Not Available"
241381,"SANFORD MEDICAL CENTER THIEF RIVER FALLS","THIEF RIVER FALLS","MN",56701,"PENNINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
243300,"GILLETTE CHILDRENS SPECIALTY HOSPITAL","SAINT PAUL","MN",55106,"RAMSEY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
243302,"CHILDREN'S HOSPITALS & CLINICS OF MN","MINNEAPOLIS","MN",55404,"HENNEPIN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
243303,"SHRINERS HOSPITALS FOR CHILDREN","MINNEAPOLIS","MN",55414,"HENNEPIN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250001,"UNIVERSITY OF MISSISSIPPI MED CENTER","JACKSON","MS",39216,"HINDS","MORT_30_AMI","No Different than the National Rate",17,"13.7","20.9"
250002,"TISHOMINGO HEALTH SERVICES INC","IUKA","MS",38852,"TISHOMINGO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250004,"NORTH MISSISSIPPI MEDICAL CENTER","TUPELO","MS",38801,"LEE","MORT_30_AMI","No Different than the National Rate",12.9,"10.7","15.4"
250006,"BAPTIST MEMORIAL HOSPITAL UNION COUNTY","NEW ALBANY","MS",38652,"UNION","MORT_30_AMI","No Different than the National Rate",16.6,"12.7","21.1"
250007,"MERIT HEALTH BILOXI","BILOXI","MS",39530,"HARRISON","MORT_30_AMI","No Different than the National Rate",15.4,"12.0","19.6"
250009,"MAGNOLIA REGIONAL HEALTH CENTER","CORINTH","MS",38834,"ALCORN","MORT_30_AMI","Worse than the National Rate",17.6,"14.5","21.2"
250012,"ALLIANCE HEALTHCARE SYSTEM","HOLLY SPRINGS","MS",38635,"MARSHALL","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250017,"TRACE REGIONAL HOSP AND SWING BED","HOUSTON","MS",38851,"CHICKASAW","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250018,"JASPER GENERAL HOSPITAL","BAY SPRINGS","MS",39422,"JASPER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250019,"MEMORIAL HOSPITAL AT GULFPORT","GULFPORT","MS",39502,"HARRISON","MORT_30_AMI","No Different than the National Rate",14.6,"12.1","17.6"
250020,"WEBSTER GENERAL HOSPITAL/ SWING BED","EUPORA","MS",39744,"WEBSTER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250025,"MERIT HEALTH GILMORE MEMORIAL","AMORY","MS",38821,"MONROE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250027,"WINSTON MEDICAL CENTER & SWINGBED","LOUISVILLE","MS",39339,"WINSTON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250031,"MERIT HEALTH RIVER REGION","VICKSBURG","MS",39183,"WARREN","MORT_30_AMI","No Different than the National Rate",15.5,"12.2","19.8"
250034,"BAPTIST MEMORIAL HOSPITAL NORTH MS","OXFORD","MS",38655,"LAFAYETTE","MORT_30_AMI","No Different than the National Rate",12.6,"10.1","15.6"
250036,"GEORGE REGIONAL HEALTH SYSTEM","LUCEDALE","MS",39452,"GEORGE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250038,"MERIT HEALTH MADISON","CANTON","MS",39046,"MADISON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250040,"SINGING RIVER HOSPITAL","PASCAGOULA","MS",39581,"JACKSON","MORT_30_AMI","No Different than the National Rate",14.2,"11.5","17.4"
250042,"NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER","CLARKSDALE","MS",38614,"COAHOMA","MORT_30_AMI","No Different than the National Rate",14.1,"11.1","17.5"
250043,"NESHOBA COUNTY GENERAL HOSPITAL","PHILADELPHIA","MS",39350,"NESHOBA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250044,"BAPTIST MEMORIAL HOSPITAL BOONEVILLE","BOONEVILLE","MS",38829,"PRENTISS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250048,"ST DOMINIC-JACKSON MEMORIAL HOSPITAL","JACKSON","MS",39216,"HINDS","MORT_30_AMI","No Different than the National Rate",13.9,"11.8","16.3"
250049,"BEACHAM MEMORIAL HOSPITAL","MAGNOLIA","MS",39652,"PIKE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250050,"OCH REGIONAL MEDICAL CENTER","STARKVILLE","MS",39759,"OKTIBBEHA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250057,"KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN","BROOKHAVEN","MS",39601,"LINCOLN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250058,"SOUTH CENTRAL REG MED CTR","LAUREL","MS",39440,"JONES","MORT_30_AMI","No Different than the National Rate",14,"10.7","17.9"
250060,"JEFFERSON COUNTY HOSPITAL","FAYETTE","MS",39069,"JEFFERSON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250061,"YALOBUSHA GENERAL HOSPITAL","WATER VALLEY","MS",38965,"YALOBUSHA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250067,"CLAY COUNTY MEDICAL CENTER","WEST POINT","MS",39773,"CLAY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250069,"RUSH FOUNDATION HOSPITAL","MERIDIAN","MS",39301,"LAUDERDALE","MORT_30_AMI","No Different than the National Rate",13.3,"10.4","16.6"
250072,"MERIT HEALTH CENTRAL","JACKSON","MS",39204,"HINDS","MORT_30_AMI","No Different than the National Rate",16.2,"12.5","20.9"
250077,"WAYNE GENERAL HOSPITAL","WAYNESBORO","MS",39367,"WAYNE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250078,"FORREST GENERAL HOSPITAL","HATTIESBURG","MS",39404,"FORREST","MORT_30_AMI","No Different than the National Rate",13,"10.6","15.9"
250079,"SHARKEY ISSAQUENA COMMUNITY HOSPITAL","ROLLING FORK","MS",39159,"SHARKEY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250081,"ANDERSON RMC SOUTH","MERIDIAN","MS",39301,"LAUDERDALE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250082,"DELTA REGIONAL MEDICAL CENTER","GREENVILLE","MS",38704,"WASHINGTON","MORT_30_AMI","No Different than the National Rate",13.4,"10.7","16.8"
250084,"MERIT HEALTH NATCHEZ","NATCHEZ","MS",39120,"ADAMS","MORT_30_AMI","No Different than the National Rate",15.9,"12.0","20.7"
250085,"MARION GENERAL HOSPITAL","COLUMBIA","MS",39429,"MARION","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250093,"BOLIVAR MEDICAL CENTER","CLEVELAND","MS",38732,"BOLIVAR","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250094,"MERIT HEALTH WESLEY","HATTIESBURG","MS",39402,"FORREST","MORT_30_AMI","No Different than the National Rate",14.8,"11.5","19.1"
250095,"SOUTH SUNFLOWER COUNTY HOSPITAL","INDIANOLA","MS",38751,"SUNFLOWER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250096,"MERIT HEALTH RANKIN","BRANDON","MS",39042,"RANKIN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250097,"SOUTHWEST MS REGIONAL MEDICAL CENTER","MCCOMB","MS",39649,"PIKE","MORT_30_AMI","No Different than the National Rate",15.4,"11.7","19.8"
250099,"GREENWOOD LEFLORE HOSPITAL","GREENWOOD","MS",38930,"LEFLORE","MORT_30_AMI","No Different than the National Rate",15,"12.1","18.1"
250100,"BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC","COLUMBUS","MS",39701,"LOWNDES","MORT_30_AMI","No Different than the National Rate",15.5,"12.2","19.3"
250102,"MISSISSIPPI BAPTIST MEDICAL CENTER","JACKSON","MS",39202,"HINDS","MORT_30_AMI","No Different than the National Rate",14.7,"12.1","17.8"
250104,"ANDERSON REGIONAL MEDICAL CTR","MERIDIAN","MS",39301,"LAUDERDALE","MORT_30_AMI","No Different than the National Rate",14.9,"12.1","18.1"
250117,"HIGHLAND COMMUNITY  HOSPITAL","PICAYUNE","MS",39466,"PEARL RIVER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250123,"GARDEN PARK MEDICAL CENTER","GULFPORT","MS",39503,"HARRISON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250124,"MAGEE GENERAL HOSPITAL","MAGEE","MS",39111,"SIMPSON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250126,"NORTH OAK REGIONAL MEDICAL CENTER","SENATOBIA","MS",38668,"TATE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250127,"CHOCTAW HEALTH CENTER","PHILADELPHIA","MS",39350,"NESHOBA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250128,"MERIT HEALTH BATESVILLE","BATESVILLE","MS",38606,"PANOLA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250134,"WHITFIELD MEDICAL SURGICAL HOSPITAL","WHITFIELD","MS",39193,"RANKIN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250136,"MERIT HEALTH WOMEN'S HOSPITAL","FLOWOOD","MS",39232,"RANKIN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250138,"MERIT HEALTH RIVER OAKS","FLOWOOD","MS",39232,"RANKIN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250141,"BAPTIST MEMORIAL HOSPITAL DESOTO","SOUTHAVEN","MS",38671,"DESOTO","MORT_30_AMI","No Different than the National Rate",14.3,"11.9","17.3"
250151,"ALLIANCE HEALTH CENTER","MERIDIAN","MS",39301,"LAUDERDALE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250152,"MISSISSIPPI METHODIST REHAB CTR","JACKSON","MS",39216,"HINDS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250162,"HANCOCK MEDICAL CENTER","BAY SAINT LOUIS","MS",39521,"HANCOCK","MORT_30_AMI","No Different than the National Rate",14.6,"11.7","17.9"
250163,"PATIENTS CHOICE MEDICAL CENTER","RALEIGH","MS",39153,"SMITH","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250167,"METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL","OLIVE BRANCH","MS",38654,"DESOTO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
250168,"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA","GRENADA","MS",38901,"GRENADA","MORT_30_AMI","No Different than the National Rate",14,"10.5","18.4"
251300,"LACKEY MEMORIAL HOSPITAL","FOREST","MS",39074,"SCOTT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251302,"PIONEER COMMUNITY HOSPITAL OF ABERDEEN","ABERDEEN","MS",39730,"MONROE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251303,"STONE COUNTY HOSPITAL","WIGGINS","MS",39577,"STONE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251304,"TALLAHATCHIE CRITICAL ACCESS HOSPITAL","CHARLESTON","MS",38921,"TALLAHATCHIE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251305,"LAWRENCE COUNTY HOSPITAL CAH","MONTICELLO","MS",39654,"LAWRENCE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251306,"PERRY COUNTY GENERAL HOSP","RICHTON","MS",39476,"PERRY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251307,"NOXUBEE GENERAL CRITICAL ACCESS HOSP","MACON","MS",39341,"NOXUBEE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251308,"PONTOTOC HEALTH SERVICE CAH","PONTOTOC","MS",38863,"PONTOTOC","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251309,"FIELD HEALTH SYSTEM","CENTREVILLE","MS",39631,"WILKINSON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251312,"TYLER HOLMES MEMORIAL HOSPITAL CAH","WINONA","MS",38967,"MONTGOMERY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251313,"BAPTIST MEDICAL CENTER YAZOO","YAZOO CITY","MS",39194,"YAZOO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251314,"QUITMAN COUNTY HOSPITAL CAH","MARKS","MS",38646,"QUITMAN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251315,"BAPTIST MEDICAL CENTER-LEAKE","CARTHAGE","MS",39051,"LEAKE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251316,"H C WATKINS MEMORIAL HOSPITAL INC","QUITMAN","MS",39355,"CLARKE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251317,"SIMPSON GENERAL HOSPITAL CAH","MENDENHALL","MS",39114,"SIMPSON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251318,"NORTH SUNFLOWER MEDICAL CENTER CAH","RULEVILLE","MS",38771,"SUNFLOWER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251319,"HOLMES COUNTY HOSPITAL AND CLINICS","LEXINGTON","MS",39095,"HOLMES","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251320,"CLAIBORNE COUNTY HOSPITAL","PORT GIBSON","MS",39150,"CLAIBORNE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251322,"LAIRD HOSPITAL INC","UNION","MS",39365,"NESHOBA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251323,"SCOTT REGIONAL HOSPITAL CAH","MORTON","MS",39117,"SCOTT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251324,"WALTHALL COUNTY GENERAL HOSPITAL CAH","TYLERTOWN","MS",39667,"WALTHALL","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251325,"COVINGTON COUNTY HOSPITAL CAH","COLLINS","MS",39428,"COVINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251326,"JEFFERSON DAVIS COMMUNITY HOSPITAL CAH","PRENTISS","MS",39474,"JEFFERSON DAVIS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251327,"HARDY WILSON MEMORIAL HOSPITAL CAH","HAZLEHURST","MS",39083,"COPIAH","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251329,"GREENE COUNTY HOSPITAL CAH","LEAKESVILLE","MS",39451,"GREENE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251330,"FRANKLIN COUNTY MEMORIAL HOSPITAL","MEADVILLE","MS",39653,"FRANKLIN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251331,"CALHOUN HEALTH SERVICES","CALHOUN CITY","MS",38916,"CALHOUN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251332,"PIONEER HEALTH SERVICES OF NEWTON","NEWTON","MS",39345,"NEWTON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251333,"PEARL RIVER COUNTY HOSPITAL","POPLARVILLE","MS",39470,"PEARL RIVER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251334,"CHOCTAW REGIONAL MEDICAL CENTER","ACKERMAN","MS",39735,"CHOCTAW","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251335,"JOHN C STENNIS MEMORIAL HOSPITAL","DE KALB","MS",39328,"KEMPER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251336,"BAPTIST MEDICAL CENTER - ATTALA","KOSCIUSKO","MS",39090,"ATTALA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
251337,"TIPPAH COUNTY HOSPITAL","RIPLEY","MS",38663,"TIPPAH","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260001,"MERCY HOSPITAL JOPLIN","JOPLIN","MO",64804,"JASPER","MORT_30_AMI","No Different than the National Rate",14.9,"11.9","18.5"
260004,"COOPER COUNTY MEMORIAL HOSPITAL","BOONVILLE","MO",65233,"COOPER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260005,"SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES","SAINT CHARLES","MO",63301,"SAINT CHARLES","MORT_30_AMI","No Different than the National Rate",13.3,"10.5","16.8"
260006,"MOSAIC LIFE CARE AT ST JOSEPH","SAINT JOSEPH","MO",64506,"BUCHANAN","MORT_30_AMI","Better than the National Rate",11.2,"9.2","13.5"
260009,"BOTHWELL REGIONAL HEALTH CENTER","SEDALIA","MO",65302,"PETTIS","MORT_30_AMI","No Different than the National Rate",13.6,"10.6","17.1"
260011,"SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY","JEFFERSON CITY","MO",65109,"COLE","MORT_30_AMI","No Different than the National Rate",15.1,"11.8","18.9"
260015,"TWIN RIVERS REGIONAL MEDICAL CENTER","KENNETT","MO",63857,"DUNKLIN","MORT_30_AMI","No Different than the National Rate",14.9,"11.5","18.7"
260017,"PHELPS COUNTY REGIONAL MEDICAL CENTER","ROLLA","MO",65401,"PHELPS","MORT_30_AMI","No Different than the National Rate",14.4,"11.8","17.4"
260020,"MERCY HOSPITAL ST LOUIS","SAINT LOUIS","MO",63141,"SAINT LOUIS","MORT_30_AMI","No Different than the National Rate",13.7,"11.1","17.0"
260022,"NORTHEAST REGIONAL MEDICAL CENTER","KIRKSVILLE","MO",63501,"ADAIR","MORT_30_AMI","No Different than the National Rate",12.7,"9.5","16.5"
260023,"MERCY HOSPITAL JEFFERSON","CRYSTAL CITY","MO",63019,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",13.7,"11.1","16.8"
260024,"TEXAS COUNTY MEMORIAL HOSPITAL","HOUSTON","MO",65483,"TEXAS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260025,"HANNIBAL REGIONAL HOSPITAL","HANNIBAL","MO",63401,"MARION","MORT_30_AMI","No Different than the National Rate",12.6,"9.8","16.0"
260027,"RESEARCH MEDICAL CENTER","KANSAS CITY","MO",64132,"JACKSON","MORT_30_AMI","No Different than the National Rate",14.3,"11.0","18.3"
260032,"BARNES JEWISH HOSPITAL","SAINT LOUIS","MO",63110,"SAINT LOUIS CITY","MORT_30_AMI","No Different than the National Rate",12.3,"10.3","14.7"
260034,"BATES COUNTY MEMORIAL HOSPITAL","BUTLER","MO",64730,"BATES","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260040,"COX MEDICAL CENTERS","SPRINGFIELD","MO",65807,"GREENE","MORT_30_AMI","No Different than the National Rate",13.3,"11.0","16.0"
260047,"CAPITAL REGION MEDICAL CENTER","JEFFERSON CITY","MO",65102,"COLE","MORT_30_AMI","No Different than the National Rate",15.4,"12.2","19.4"
260048,"TRUMAN MEDICAL CENTER HOSPITAL HILL","KANSAS CITY","MO",64108,"JACKSON","MORT_30_AMI","No Different than the National Rate",15.8,"11.8","20.7"
260050,"SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE","MARYVILLE","MO",64468,"NODAWAY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260052,"MERCY HOSPITAL WASHINGTON","WASHINGTON","MO",63090,"FRANKLIN","MORT_30_AMI","No Different than the National Rate",14.4,"11.4","18.1"
260057,"CAMERON REGIONAL MEDICAL CENTER","CAMERON","MO",64429,"CLINTON","MORT_30_AMI","No Different than the National Rate",14.4,"11.4","18.0"
260059,"MERCY HOSPITAL LEBANON","LEBANON","MO",65536,"LACLEDE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260061,"NEVADA REGIONAL MEDICAL CENTER","NEVADA","MO",64772,"VERNON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260062,"SAINT LUKES NORTHLAND HOSPITAL","KANSAS CITY","MO",64154,"PLATTE","MORT_30_AMI","No Different than the National Rate",13.5,"10.3","17.5"
260064,"SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN","MEXICO","MO",65265,"AUDRAIN","MORT_30_AMI","No Different than the National Rate",13.1,"10.3","16.6"
260065,"MERCY HOSPITAL SPRINGFIELD","SPRINGFIELD","MO",65804,"GREENE","MORT_30_AMI","No Different than the National Rate",14.1,"11.8","16.5"
260068,"BOONE HOSPITAL CENTER","COLUMBIA","MO",65201,"BOONE","MORT_30_AMI","No Different than the National Rate",14.4,"11.8","17.5"
260070,"PEMISCOT COUNTY MEMORIAL HOSPITAL","HAYTI","MO",63851,"PEMISCOT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260074,"MOBERLY REGIONAL MEDICAL CENTER","MOBERLY","MO",65270,"RANDOLPH","MORT_30_AMI","No Different than the National Rate",14.1,"10.7","17.8"
260077,"ST ANTHONY'S MEDICAL CENTER","SAINT LOUIS","MO",63128,"SAINT LOUIS","MORT_30_AMI","No Different than the National Rate",15.4,"12.7","18.5"
260078,"OZARKS MEDICAL CENTER","WEST PLAINS","MO",65775,"HOWELL","MORT_30_AMI","No Different than the National Rate",15,"12.0","18.4"
260080,"SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY","DONIPHAN","MO",63935,"RIPLEY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260081,"SSM HEALTH ST CLARE HOSPITAL - FENTON","FENTON","MO",63026,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",14.6,"11.6","17.9"
260085,"ST JOSEPH MEDICAL CENTER","KANSAS CITY","MO",64114,"JACKSON","MORT_30_AMI","No Different than the National Rate",13.5,"10.9","16.6"
260091,"SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS","RICHMOND HEIGHTS","MO",63117,"SAINT LOUIS","MORT_30_AMI","No Different than the National Rate",13.8,"11.0","17.1"
260094,"COX MEDICAL CENTER BRANSON","BRANSON","MO",65615,"TANEY","MORT_30_AMI","No Different than the National Rate",12.9,"10.3","16.1"
260095,"CENTERPOINT MEDICAL CENTER","INDEPENDENCE","MO",64057,"JACKSON","MORT_30_AMI","No Different than the National Rate",12.8,"10.0","16.1"
260096,"NORTH KANSAS CITY HOSPITAL","NORTH KANSAS CITY","MO",64116,"CLAY","MORT_30_AMI","No Different than the National Rate",13.9,"11.3","16.9"
260097,"WESTERN MISSOURI MEDICAL CENTER","WARRENSBURG","MO",64093,"JOHNSON","MORT_30_AMI","No Different than the National Rate",14.3,"10.8","18.1"
260102,"TRUMAN MEDICAL CENTER LAKEWOOD","KANSAS CITY","MO",64139,"JACKSON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260104,"SSM HEALTH DEPAUL HOSPITAL ST LOUIS","BRIDGETON","MO",63044,"SAINT LOUIS","MORT_30_AMI","No Different than the National Rate",14.4,"11.8","17.2"
260105,"SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL","SAINT LOUIS","MO",63110,"SAINT LOUIS CITY","MORT_30_AMI","No Different than the National Rate",15.7,"12.1","20.1"
260108,"MISSOURI BAPTIST MEDICAL CENTER","TOWN AND COUNTRY","MO",63131,"SAINT LOUIS","MORT_30_AMI","No Different than the National Rate",15.5,"13.2","17.9"
260110,"SOUTHEASTHEALTH","CAPE GIRARDEAU","MO",63701,"CAPE GIRARDEAU","MORT_30_AMI","No Different than the National Rate",14.1,"11.2","17.6"
260113,"MISSOURI DELTA MEDICAL CENTER","SIKESTON","MO",63801,"NEW MADRID","MORT_30_AMI","No Different than the National Rate",14.4,"11.5","17.7"
260119,"POPLAR BLUFF REGIONAL MEDICAL CENTER","POPLAR BLUFF","MO",63901,"BUTLER","MORT_30_AMI","No Different than the National Rate",15,"12.2","18.5"
260137,"FREEMAN HEALTH SYSTEM - FREEMAN WEST","JOPLIN","MO",64804,"JASPER","MORT_30_AMI","No Different than the National Rate",15.1,"12.8","17.8"
260138,"ST LUKES HOSPITAL OF KANSAS CITY","KANSAS CITY","MO",64111,"JACKSON","MORT_30_AMI","No Different than the National Rate",11.7,"9.3","14.8"
260141,"UNIVERSITY OF MISSOURI HEALTH CARE","COLUMBIA","MO",65212,"BOONE","MORT_30_AMI","No Different than the National Rate",15.1,"12.2","18.2"
260142,"FITZGIBBON HOSPITAL","MARSHALL","MO",65340,"SALINE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260160,"SOUTHEASTHEALTH CENTER OF STODDARD COUNTY","DEXTER","MO",63841,"STODDARD","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260162,"BARNES-JEWISH WEST COUNTY HOSPITAL","CREVE COEUR","MO",63141,"SAINT LOUIS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
260163,"PARKLAND HEALTH CENTER","FARMINGTON","MO",63640,"SAINT FRANCOIS","MORT_30_AMI","No Different than the National Rate",15.2,"11.8","19.3"
260175,"GOLDEN VALLEY MEMORIAL HOSPITAL","CLINTON","MO",64735,"HENRY","MORT_30_AMI","No Different than the National Rate",12.9,"9.7","16.7"
260176,"DES PERES HOSPITAL","SAINT LOUIS","MO",63122,"SAINT LOUIS","MORT_30_AMI","No Different than the National Rate",13.5,"10.5","17.3"
260177,"LIBERTY HOSPITAL","LIBERTY","MO",64069,"CLAY","MORT_30_AMI","No Different than the National Rate",13.7,"11.0","16.8"
260179,"ST LUKES HOSPITAL","CHESTERFIELD","MO",63017,"SAINT LOUIS","MORT_30_AMI","No Different than the National Rate",11.7,"9.6","14.1"
260180,"CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST","SAINT LOUIS","MO",63136,"SAINT LOUIS","MORT_30_AMI","No Different than the National Rate",14.1,"11.4","17.3"
260183,"SAINT FRANCIS MEDICAL CENTER","CAPE GIRARDEAU","MO",63703,"CAPE GIRARDEAU","MORT_30_AMI","No Different than the National Rate",16.4,"13.3","19.9"
260186,"LAKE REGIONAL HEALTH SYSTEM","OSAGE BEACH","MO",65065,"CAMDEN","MORT_30_AMI","Worse than the National Rate",17.5,"14.6","20.9"
260190,"LEE'S SUMMIT MEDICAL CENTER","LEES SUMMIT","MO",64063,"JACKSON","MORT_30_AMI","No Different than the National Rate",13,"9.7","17.0"
260191,"BARNES-JEWISH ST PETERS HOSPITAL","SAINT PETERS","MO",63376,"SAINT CHARLES","MORT_30_AMI","No Different than the National Rate",13.7,"10.8","17.2"
260193,"ST MARY'S MEDICAL CENTER","BLUE SPRINGS","MO",64014,"JACKSON","MORT_30_AMI","No Different than the National Rate",15.6,"12.1","19.7"
