"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Death_Score","Lower","Higher","Readmission_Score","Death_Cat","Readm_Cat","Death_Readm_Cat"
310032,"INSPIRA MEDICAL CENTER VINELAND","VINELAND","NJ",8360,"CUMBERLAND","MORT_30_AMI","No Different than the National Rate",14.5,"12.0","17.4",17.8,NA,"Worse Than National",NA
310034,"RIVERVIEW MEDICAL CENTER","RED BANK","NJ",7701,"MONMOUTH","MORT_30_AMI","No Different than the National Rate",12.5,"10.2","15.1",17.8,"Better Than National","Worse Than National",NA
310038,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","NEW BRUNSWICK","NJ",8901,"MIDDLESEX","MORT_30_AMI","No Different than the National Rate",14.3,"12.1","16.7",16.7,NA,NA,NA
310039,"RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION","PERTH AMBOY","NJ",8861,"MIDDLESEX","MORT_30_AMI","No Different than the National Rate",14,"11.7","16.5",18.6,NA,"Worse Than National",NA
310040,"CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER","HOBOKEN","NJ",7030,"HUDSON","MORT_30_AMI","No Different than the National Rate",13.9,"10.8","17.8",18.5,NA,"Worse Than National",NA
310041,"COMMUNITY MEDICAL CENTER","TOMS RIVER","NJ",8755,"OCEAN","MORT_30_AMI","No Different than the National Rate",15,"13.2","16.9",16.3,"Worse Than National","Better Than National",NA
310044,"CAPITAL HEALTH MEDICAL CENTER - HOPEWELL","PENNINGTON","NJ",8534,"MERCER","MORT_30_AMI","No Different than the National Rate",15,"11.9","18.6",17,"Worse Than National",NA,NA
310045,"ENGLEWOOD HOSPITAL AND MEDICAL CENTER","ENGLEWOOD","NJ",7631,"BERGEN","MORT_30_AMI","No Different than the National Rate",12.4,"10.1","14.8",15.1,"Better Than National","Better Than National","Better Than National"
310047,"SHORE MEDICAL CENTER","SOMERS POINT","NJ",8244,"ATLANTIC","MORT_30_AMI","No Different than the National Rate",13.8,"11.1","17.1",16.7,NA,NA,NA
310048,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET","SOMERVILLE","NJ",8876,"SOMERSET","MORT_30_AMI","No Different than the National Rate",16.1,"13.8","18.8",19.2,"Worse Than National","Worse Than National","Worse Than National"
310050,"SAINT CLARE'S HOSPITAL","DENVILLE","NJ",7834,"MORRIS","MORT_30_AMI","No Different than the National Rate",14.5,"12.2","17.4",19.4,NA,"Worse Than National",NA
310051,"OVERLOOK MEDICAL CENTER","SUMMIT","NJ",7902,"UNION","MORT_30_AMI","No Different than the National Rate",13.9,"11.5","16.5",14.9,NA,"Better Than National",NA
310052,"OCEAN MEDICAL CENTER","BRICK","NJ",8724,"OCEAN","MORT_30_AMI","No Different than the National Rate",14,"11.8","16.2",17.4,NA,NA,NA
310054,"HACKENSACK-UMC MOUNTAINSIDE","MONTCLAIR","NJ",7042,"ESSEX","MORT_30_AMI","No Different than the National Rate",12.4,"10.1","15.1",16.1,"Better Than National","Better Than National","Better Than National"
310057,"VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY","MOUNT HOLLY","NJ",8060,"BURLINGTON","MORT_30_AMI","No Different than the National Rate",14.7,"12.1","17.7",17.6,NA,"Worse Than National",NA
310058,"BERGEN REGIONAL MEDICAL CENTER","PARAMUS","NJ",7652,"BERGEN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
310060,"ST LUKE'S WARREN HOSPITAL","PHILLIPSBURG","NJ",8865,"WARREN","MORT_30_AMI","No Different than the National Rate",13.7,"10.4","17.8",NA,NA,NA,NA
310061,"LOURDES MEDICAL CENTER OF BURLINGTON COUNTY","WILLINGBORO","NJ",8046,"BURLINGTON","MORT_30_AMI","No Different than the National Rate",15.3,"12.2","19.1",17.6,"Worse Than National","Worse Than National","Worse Than National"
310064,"ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS","ATLANTIC CITY","NJ",8401,"ATLANTIC","MORT_30_AMI","No Different than the National Rate",13.8,"11.7","16.2",16.7,NA,NA,NA
310069,"INSPIRA MEDICAL CENTER ELMER","ELMER","NJ",8318,"SALEM","MORT_30_AMI","No Different than the National Rate",12.6,"9.5","16.4",17.2,"Better Than National",NA,NA
310070,"SAINT PETER'S UNIVERSITY HOSPITAL","NEW BRUNSWICK","NJ",8901,"MIDDLESEX","MORT_30_AMI","No Different than the National Rate",13.7,"11.1","16.6",18.3,NA,"Worse Than National",NA
310073,"JERSEY SHORE UNIVERSITY MEDICAL CENTER","NEPTUNE","NJ",7754,"MONMOUTH","MORT_30_AMI","No Different than the National Rate",12.4,"10.4","14.5",16.5,"Better Than National",NA,NA
310074,"JERSEY CITY MEDICAL CENTER","JERSEY CITY","NJ",7302,"HUDSON","MORT_30_AMI","No Different than the National Rate",12.3,"9.7","15.6",17.3,"Better Than National",NA,NA
310075,"MONMOUTH MEDICAL CENTER","LONG BRANCH","NJ",7740,"MONMOUTH","MORT_30_AMI","No Different than the National Rate",13.1,"10.5","16.4",17.1,"Better Than National",NA,NA
310076,"SAINT BARNABAS MEDICAL CENTER","LIVINGSTON","NJ",7039,"ESSEX","MORT_30_AMI","No Different than the National Rate",12.4,"10.1","15.1",17.5,"Better Than National","Worse Than National",NA
310081,"INSPIRA MEDICAL CENTER WOODBURY","WOODBURY","NJ",8096,"GLOUCESTER","MORT_30_AMI","No Different than the National Rate",14.4,"11.7","17.5",16.9,NA,NA,NA
310083,"EAST ORANGE GENERAL HOSPITAL","EAST ORANGE","NJ",7018,"ESSEX","MORT_30_AMI","No Different than the National Rate",12.8,"9.9","16.3",17.1,"Better Than National",NA,NA
310084,"MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS","LAKEWOOD","NJ",8701,"OCEAN","MORT_30_AMI","No Different than the National Rate",13.2,"10.8","15.9",16.5,"Better Than National",NA,NA
310086,"KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","STRATFORD","NJ",8084,"CAMDEN","MORT_30_AMI","No Different than the National Rate",13.3,"11.2","15.7",18,"Better Than National","Worse Than National",NA
310091,"MEMORIAL HOSPITAL OF SALEM COUNTY","SALEM","NJ",8079,"SALEM","MORT_30_AMI","No Different than the National Rate",13.9,"10.9","17.5",16.7,NA,NA,NA
310092,"CAPITAL HEALTH SYSTEM-FULD CAMPUS","TRENTON","NJ",8638,"MERCER","MORT_30_AMI","No Different than the National Rate",13,"9.8","16.9",17.2,"Better Than National",NA,NA
310096,"SAINT MICHAEL'S MEDICAL CENTER","NEWARK","NJ",7102,"ESSEX","MORT_30_AMI","No Different than the National Rate",12.6,"9.9","15.8",17.3,"Better Than National",NA,NA
310108,"JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","EDISON","NJ",8818,"MIDDLESEX","MORT_30_AMI","No Different than the National Rate",15.1,"12.8","17.8",19.8,"Worse Than National","Worse Than National","Worse Than National"
310110,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","HAMILTON","NJ",8690,"MERCER","MORT_30_AMI","No Different than the National Rate",15.4,"12.8","18.5",17.1,"Worse Than National",NA,NA
310111,"CENTRASTATE MEDICAL CENTER","FREEHOLD","NJ",7728,"MONMOUTH","MORT_30_AMI","No Different than the National Rate",12.5,"10.1","15.5",18.1,"Better Than National","Worse Than National",NA
310112,"BAYSHORE COMMUNITY HOSPITAL","HOLMDEL","NJ",7733,"MONMOUTH","MORT_30_AMI","No Different than the National Rate",12.7,"10.4","15.2",16.3,"Better Than National","Better Than National","Better Than National"
310113,"SOUTHERN OCEAN MEDICAL CENTER","MANAHAWKIN","NJ",8050,"OCEAN","MORT_30_AMI","No Different than the National Rate",15.3,"12.8","18.3",17.1,"Worse Than National",NA,NA
310115,"HACKETTSTOWN REGIONAL MEDICAL CENTER","HACKETTSTOWN","NJ",7840,"WARREN","MORT_30_AMI","No Different than the National Rate",14.3,"11.6","17.4",18,NA,"Worse Than National",NA
310118,"MEADOWLANDS HOSPITAL MEDICAL CENTER","SECAUCUS","NJ",7094,"HUDSON","MORT_30_AMI","No Different than the National Rate",13.3,"9.9","17.7",NA,"Better Than National",NA,NA
310119,"UNIVERSITY HOSPITAL","NEWARK","NJ",7103,"ESSEX","MORT_30_AMI","No Different than the National Rate",13.2,"10.0","17.1",16.8,"Better Than National",NA,NA
310130,"HACKENSACK-UMC AT PASCACK VALLEY","WESTWOOD","NJ",7675,"BERGEN","MORT_30_AMI","No Different than the National Rate",13.7,"10.6","17.5",NA,NA,NA,NA
313300,"CHILDREN'S SPECIALIZED HOSPITAL","NEW BRUNSWICK","NJ",8901,"MIDDLESEX","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
313302,"WEISMAN CHILDRENS REHABILITATION HOSPITAL","MARLTON","NJ",8053,"BURLINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320001,"UNM HOSPITAL","ALBUQUERQUE","NM",87106,"BERNALILLO","MORT_30_AMI","No Different than the National Rate",14.5,"11.1","18.7",16.6,NA,NA,NA
320002,"CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER","SANTA FE","NM",87505,"SANTA FE","MORT_30_AMI","No Different than the National Rate",14.1,"11.3","17.5",16,NA,"Better Than National",NA
320003,"ALTA VISTA REGIONAL HOSPITAL","LAS VEGAS","NM",87701,"SAN MIGUEL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320004,"GERALD CHAMPION REGIONAL MEDICAL CENTER","ALAMOGORDO","NM",88310,"OTERO","MORT_30_AMI","No Different than the National Rate",16.5,"12.9","20.8",NA,"Worse Than National",NA,NA
320005,"SAN JUAN REGIONAL MEDICAL CENTER","FARMINGTON","NM",87401,"SAN JUAN","MORT_30_AMI","No Different than the National Rate",15,"12.3","18.1",16.9,"Worse Than National",NA,NA
320006,"EASTERN NEW MEXICO MEDICAL CENTER","ROSWELL","NM",88201,"CHAVES","MORT_30_AMI","No Different than the National Rate",13.7,"10.9","17.4",16.9,NA,NA,NA
320009,"LOVELACE MEDICAL CENTER","ALBUQUERQUE","NM",87102,"BERNALILLO","MORT_30_AMI","No Different than the National Rate",12,"9.8","14.5",16.4,"Better Than National",NA,NA
320011,"PRESBYTERIAN ESPANOLA HOSPITAL","ESPANOLA","NM",87532,"RIO ARRIBA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320013,"HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","TAOS","NM",87571,"TAOS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320016,"GILA REGIONAL MEDICAL CENTER","SILVER CITY","NM",88061,"GRANT","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320017,"LOVELACE WOMEN'S HOSPITAL","ALBUQUERQUE","NM",87109,"BERNALILLO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320018,"MEMORIAL MEDICAL CENTER INC","LAS CRUCES","NM",88011,"DONA ANA","MORT_30_AMI","No Different than the National Rate",13.3,"10.4","16.8",15.9,"Better Than National","Better Than National","Better Than National"
320021,"PRESBYTERIAN HOSPITAL","ALBUQUERQUE","NM",87106,"BERNALILLO","MORT_30_AMI","No Different than the National Rate",13.4,"11.0","16.3",15.5,NA,"Better Than National",NA
320022,"PLAINS REGIONAL MEDICAL CENTER","CLOVIS","NM",88101,"CURRY","MORT_30_AMI","No Different than the National Rate",13.8,"10.6","17.9",NA,NA,NA,NA
320030,"ARTESIA GENERAL HOSPITAL","ARTESIA","NM",88210,"EDDY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320033,"LOS ALAMOS MEDICAL CENTER","LOS ALAMOS","NM",87544,"LOS ALAMOS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320038,"REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","GALLUP","NM",87301,"MCKINLEY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320057,"SANTA FE PHS INDIAN HOSPITAL","SANTA FE","NM",87501,"SANTA FE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320058,"MESCALERO PHS INDIAN HOSPITAL","MESCALERO","NM",88340,"OTERO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320059,"NORTHERN NAVAJO MEDICAL CENTER","SHIPROCK","NM",87420,"SAN JUAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320060,"ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER","ZUNI","NM",87327,"MCKINLEY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320061,"GALLUP INDIAN MEDICAL CENTER","GALLUP","NM",87301,"MCKINLEY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320062,"CROWNPOINT HEALTHCARE FACILITY","CROWNPOINT","NM",87313,"MCKINLEY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320063,"CARLSBAD MEDICAL CENTER","CARLSBAD","NM",88220,"EDDY","MORT_30_AMI","No Different than the National Rate",13.5,"10.2","17.7",NA,NA,NA,NA
320065,"LEA REGIONAL MEDICAL CENTER","HOBBS","NM",88240,"LEA","MORT_30_AMI","No Different than the National Rate",14.1,"10.6","18.5",NA,NA,NA,NA
320067,"GUADALUPE COUNTY HOSPITAL","SANTA ROSA","NM",88435,"GUADALUPE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320070,"DHHS USPHS INDIAN HEALTH SERVICES","SAN FIDEL","NM",87049,"CIBOLA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320074,"LOVELACE WESTSIDE HOSPITAL","ALBUQUERQUE","NM",87114,"BERNALILLO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
320084,"ROOSEVELT GENERAL HOSPITAL","PORTALES","NM",88130,"ROOSEVELT","MORT_30_AMI","No Different than the National Rate",13.9,"10.8","17.6",NA,NA,NA,NA
320085,"MOUNTAIN VIEW REGIONAL MEDICAL CENTER","LAS CRUCES","NM",88011,"DONA ANA","MORT_30_AMI","No Different than the National Rate",15.2,"12.2","18.8",16.7,"Worse Than National",NA,NA
320086,"LOVELACE REGIONAL HOSPITAL - ROSWELL","ROSWELL","NM",88201,"CHAVES","MORT_30_AMI","No Different than the National Rate",13.3,"9.8","17.4",16.8,"Better Than National",NA,NA
320089,"UNM SANDOVAL REGIONAL MEDICAL CENTER","RIO RANCHO","NM",87144,"SANDOVAL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
321300,"SIERRA VISTA HOSPITAL","T OR C","NM",87901,"SIERRA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
321301,"SOCORRO GENERAL HOSPITAL","SOCORRO","NM",87801,"SOCORRO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
321302,"DR DAN C TRIGG MEMORIAL HOSPITAL","TUCUMCARI","NM",88401,"QUAY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
321304,"UNION COUNTY GENERAL HOSPITAL","CLAYTON","NM",88415,"UNION","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
321305,"NOR-LEA HOSPITAL DISTRICT","LOVINGTON","NM",88260,"LEA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
321306,"LINCOLN COUNTY MEDICAL CENTER","RUIDOSO","NM",88345,"LINCOLN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
321307,"MINERS' COLFAX MEDICAL CENTER","RATON","NM",87740,"COLFAX","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
321308,"CIBOLA GENERAL HOSPITAL","GRANTS","NM",87020,"CIBOLA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
321309,"MIMBRES MEMORIAL HOSPITAL","DEMING","NM",88031,"LUNA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330003,"ALBANY MEMORIAL HOSPITAL","ALBANY","NY",12204,"ALBANY","MORT_30_AMI","No Different than the National Rate",14.4,"11.0","18.5",16.1,NA,"Better Than National",NA
330004,"HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","KINGSTON","NY",12401,"ULSTER","MORT_30_AMI","No Different than the National Rate",13,"10.4","16.0",18.2,"Better Than National","Worse Than National",NA
330005,"KALEIDA HEALTH","BUFFALO","NY",14210,"ERIE","MORT_30_AMI","No Different than the National Rate",14.2,"12.2","16.6",15.8,NA,"Better Than National",NA
330006,"ST JOSEPH'S MEDICAL CENTER","YONKERS","NY",10701,"WESTCHESTER","MORT_30_AMI","No Different than the National Rate",13.7,"10.4","17.8",16.7,NA,NA,NA
330008,"WYOMING COUNTY COMMUNITY HOSPITAL","WARSAW","NY",14569,"WYOMING","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330009,"BRONX-LEBANON HOSPITAL CENTER","BRONX","NY",10456,"BRONX","MORT_30_AMI","No Different than the National Rate",14.1,"11.0","17.9",17.8,NA,"Worse Than National",NA
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","BINGHAMTON","NY",13905,"BROOME","MORT_30_AMI","No Different than the National Rate",13.4,"11.0","16.2",18.3,NA,"Worse Than National",NA
330013,"ALBANY MEDICAL CENTER HOSPITAL","ALBANY","NY",12208,"ALBANY","MORT_30_AMI","No Different than the National Rate",14.6,"12.0","17.6",18.4,NA,"Worse Than National",NA
330014,"JAMAICA HOSPITAL MEDICAL CENTER","JAMAICA","NY",11418,"QUEENS","MORT_30_AMI","No Different than the National Rate",15.8,"12.7","19.5",17.8,"Worse Than National","Worse Than National","Worse Than National"
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","BROOKLYN","NY",11229,"KINGS","MORT_30_AMI","No Different than the National Rate",13.3,"10.8","16.2",16.7,"Better Than National",NA,NA
330023,"VASSAR BROTHERS MEDICAL CENTER","POUGHKEEPSIE","NY",12601,"DUTCHESS","MORT_30_AMI","No Different than the National Rate",14,"11.8","16.4",16.1,NA,"Better Than National",NA
330024,"MOUNT SINAI HOSPITAL","NEW YORK","NY",10029,"NEW YORK","MORT_30_AMI","No Different than the National Rate",12.1,"10.1","14.7",17.6,"Better Than National","Worse Than National",NA
330027,"NASSAU UNIVERSITY MEDICAL CENTER","EAST MEADOW","NY",11554,"NASSAU","MORT_30_AMI","No Different than the National Rate",16.5,"12.9","20.8",17,"Worse Than National",NA,NA
330028,"RICHMOND UNIVERSITY MEDICAL CENTER","STATEN ISLAND","NY",10304,"RICHMOND","MORT_30_AMI","No Different than the National Rate",12.7,"9.9","15.9",17.6,"Better Than National","Worse Than National",NA
330030,"NEWARK-WAYNE COMMUNITY HOSPITAL","NEWARK","NY",14513,"WAYNE","MORT_30_AMI","No Different than the National Rate",12.7,"9.8","16.4",16.9,"Better Than National",NA,NA
330033,"CHENANGO MEMORIAL HOSPITAL, INC","NORWICH","NY",13815,"CHENANGO","MORT_30_AMI","No Different than the National Rate",13.6,"10.3","17.8",16.6,NA,NA,NA
330043,"SOUTHSIDE HOSPITAL","BAY SHORE","NY",11706,"SUFFOLK","MORT_30_AMI","No Different than the National Rate",14.6,"11.8","17.9",16.5,NA,NA,NA
330044,"FAXTON-ST LUKE'S HEALTHCARE","UTICA","NY",13503,"ONEIDA","MORT_30_AMI","No Different than the National Rate",16.6,"13.6","19.9",17.5,"Worse Than National","Worse Than National","Worse Than National"
330045,"HUNTINGTON HOSPITAL","HUNTINGTON","NY",11743,"SUFFOLK","MORT_30_AMI","Better than the National Rate",11.6,"9.7","14.0",16.3,"Better Than National","Better Than National","Better Than National"
330046,"ST LUKE'S ROOSEVELT HOSPITAL","NEW YORK","NY",10019,"NEW YORK","MORT_30_AMI","No Different than the National Rate",12.4,"10.2","15.1",20.2,"Better Than National","Worse Than National",NA
330047,"ST MARY'S HOSPITAL AT AMSTERDAM","AMSTERDAM","NY",12010,"MONTGOMERY","MORT_30_AMI","No Different than the National Rate",14.5,"11.6","18.0",16.9,NA,NA,NA
330049,"NORTHERN DUTCHESS HOSPITAL","RHINEBECK","NY",12572,"DUTCHESS","MORT_30_AMI","No Different than the National Rate",12.4,"9.4","16.5",16.7,"Better Than National",NA,NA
330055,"NEWYORK-PRESBYTERIAN/QUEENS","FLUSHING","NY",11355,"QUEENS","MORT_30_AMI","No Different than the National Rate",12.4,"10.2","14.9",16.6,"Better Than National",NA,NA
330056,"BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","BROOKLYN","NY",11201,"KINGS","MORT_30_AMI","No Different than the National Rate",14.8,"12.1","18.1",18.8,NA,"Worse Than National",NA
330057,"ST PETER'S HOSPITAL","ALBANY","NY",12208,"ALBANY","MORT_30_AMI","No Different than the National Rate",12.5,"10.3","15.1",16,"Better Than National","Better Than National","Better Than National"
330058,"GENEVA GENERAL HOSPITAL","GENEVA","NY",14456,"ONTARIO","MORT_30_AMI","No Different than the National Rate",14.8,"11.6","18.7",NA,NA,NA,NA
330059,"MONTEFIORE MEDICAL CENTER","BRONX","NY",10467,"BRONX","MORT_30_AMI","No Different than the National Rate",12.4,"10.5","14.8",17.4,"Better Than National",NA,NA
330061,"LAWRENCE HOSPITAL CENTER","BRONXVILLE","NY",10708,"WESTCHESTER","MORT_30_AMI","No Different than the National Rate",12.7,"10.2","15.9",17.2,"Better Than National",NA,NA
330065,"NIAGARA FALLS MEMORIAL MEDICAL CENTER","NIAGARA FALLS","NY",14302,"NIAGARA","MORT_30_AMI","No Different than the National Rate",13.6,"10.4","17.6",NA,NA,NA,NA
330073,"UNITED MEMORIAL MEDICAL CENTER","BATAVIA","NY",14020,"GENESEE","MORT_30_AMI","No Different than the National Rate",14.5,"11.0","18.5",NA,NA,NA,NA
330074,"F F THOMPSON HOSPITAL","CANANDAIGUA","NY",14424,"ONTARIO","MORT_30_AMI","No Different than the National Rate",16.5,"12.3","21.4",16.5,"Worse Than National",NA,NA
330078,"SISTERS OF CHARITY HOSPITAL","BUFFALO","NY",14214,"ERIE","MORT_30_AMI","No Different than the National Rate",14.5,"11.5","17.9",16.6,NA,NA,NA
330079,"ADIRONDACK MEDICAL CENTER","SARANAC LAKE","NY",12983,"FRANKLIN","MORT_30_AMI","No Different than the National Rate",13.8,"10.7","17.6",NA,NA,NA,NA
330080,"LINCOLN MEDICAL & MENTAL HEALTH CENTER","BRONX","NY",10451,"BRONX","MORT_30_AMI","No Different than the National Rate",13.9,"10.7","17.8",17.3,NA,NA,NA
330084,"ALICE HYDE MEDICAL CENTER","MALONE","NY",12953,"FRANKLIN","MORT_30_AMI","No Different than the National Rate",14.7,"11.4","18.8",17.1,NA,NA,NA
330085,"AURELIA OSBORN FOX MEMORIAL HOSPITAL","ONEONTA","NY",13820,"OTSEGO","MORT_30_AMI","No Different than the National Rate",13.4,"10.6","16.6",16.7,NA,NA,NA
330086,"MONTEFIORE MOUNT VERNON HOSPITAL","MOUNT VERNON","NY",10550,"WESTCHESTER","MORT_30_AMI","No Different than the National Rate",13.9,"10.4","18.1",NA,NA,NA,NA
330088,"EASTERN LONG ISLAND HOSPITAL","GREENPORT","NY",11944,"SUFFOLK","MORT_30_AMI","No Different than the National Rate",13.5,"10.5","17.2",NA,NA,NA,NA
330090,"ARNOT OGDEN MEDICAL CENTER","ELMIRA","NY",14905,"CHEMUNG","MORT_30_AMI","No Different than the National Rate",14.7,"12.1","17.6",18.5,NA,"Worse Than National",NA
330094,"COLUMBIA MEMORIAL HOSPITAL","HUDSON","NY",12534,"COLUMBIA","MORT_30_AMI","No Different than the National Rate",15.7,"12.3","19.6",17.1,"Worse Than National",NA,NA
330096,"JONES MEMORIAL HOSPITAL","WELLSVILLE","NY",14895,"ALLEGANY","MORT_30_AMI","No Different than the National Rate",16,"12.4","20.4",NA,"Worse Than National",NA,NA
330100,"N Y EYE AND EAR INFIRMARY","NEW YORK","NY",10003,"NEW YORK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330101,"NEW YORK-PRESBYTERIAN HOSPITAL","NEW YORK","NY",10021,"NEW YORK","MORT_30_AMI","Better than the National Rate",11,"9.5","12.6",17.8,"Better Than National","Worse Than National",NA
330102,"KENMORE MERCY HOSPITAL","KENMORE","NY",14217,"ERIE","MORT_30_AMI","No Different than the National Rate",14.6,"11.4","18.4",17.6,NA,"Worse Than National",NA
330103,"OLEAN GENERAL HOSPITAL","OLEAN","NY",14760,"CATTARAUGUS","MORT_30_AMI","No Different than the National Rate",14.2,"11.4","17.3",15.5,NA,"Better Than National",NA
330104,"NYACK HOSPITAL","NYACK","NY",10960,"ROCKLAND","MORT_30_AMI","No Different than the National Rate",12.4,"10.0","15.5",17.2,"Better Than National",NA,NA
330106,"NORTH SHORE UNIVERSITY HOSPITAL","MANHASSET","NY",11030,"NASSAU","MORT_30_AMI","No Different than the National Rate",13,"11.1","15.2",18.4,"Better Than National","Worse Than National",NA
330107,"PECONIC BAY MEDICAL CENTER","RIVERHEAD","NY",11901,"SUFFOLK","MORT_30_AMI","No Different than the National Rate",13.1,"10.2","16.4",17,"Better Than National",NA,NA
330108,"ST JOSEPH'S HOSPITAL, INC","ELMIRA","NY",14902,"CHEMUNG","MORT_30_AMI","No Different than the National Rate",14.5,"11.0","18.3",16.9,NA,NA,NA
330111,"BERTRAND CHAFFEE HOSPITAL","SPRINGVILLE","NY",14141,"ERIE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330115,"ONEIDA HEALTHCARE","ONEIDA","NY",13421,"MADISON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330119,"LENOX HILL HOSPITAL","NEW YORK","NY",10021,"NEW YORK","MORT_30_AMI","No Different than the National Rate",12.4,"10.0","15.1",17.2,"Better Than National",NA,NA
330125,"ROCHESTER GENERAL HOSPITAL","ROCHESTER","NY",14621,"MONROE","MORT_30_AMI","No Different than the National Rate",11.6,"9.2","14.3",16.9,"Better Than National",NA,NA
330126,"ORANGE REGIONAL MEDICAL CENTER","MIDDLETOWN","NY",10940,"ORANGE","MORT_30_AMI","Better than the National Rate",11.4,"9.5","13.7",16.9,"Better Than National",NA,NA
330127,"JACOBI MEDICAL CENTER","BRONX","NY",10461,"BRONX","MORT_30_AMI","No Different than the National Rate",13,"10.0","16.6",17.1,"Better Than National",NA,NA
330128,"ELMHURST HOSPITAL CENTER","ELMHURST","NY",11373,"QUEENS","MORT_30_AMI","No Different than the National Rate",13.7,"10.9","17.2",18.2,NA,"Worse Than National",NA
330132,"TLC HEALTH NETWORK","IRVING","NY",14081,"CHAUTAUQUA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330135,"BON SECOURS COMMUNITY HOSPITAL","PORT JERVIS","NY",12771,"ORANGE","MORT_30_AMI","No Different than the National Rate",13.9,"10.8","17.4",17.2,NA,NA,NA
330136,"MARY IMOGENE BASSETT HOSPITAL","COOPERSTOWN","NY",13326,"OTSEGO","MORT_30_AMI","No Different than the National Rate",12.3,"9.7","15.4",17.7,"Better Than National","Worse Than National",NA
330140,"ST JOSEPH'S HOSPITAL HEALTH CENTER","SYRACUSE","NY",13203,"ONONDAGA","MORT_30_AMI","Better than the National Rate",12,"10.4","14.0",14.9,"Better Than National","Better Than National","Better Than National"
